_text|_rt_count|_tweet_datetime
Black on black love is the deepest and the truest  https://t.co/bUHwxkGiCh|0|Tue Feb 16 01:51:35 +0000 2016
Luke Bryan shake it for me       |0|Tue Feb 16 01:51:35 +0000 2016
@jksub20 I've decided that drunk james will be Jimmy|0|Tue Feb 16 01:51:35 +0000 2016
@garfieldlover97 one of my friends who watches it says that theres incest jokes like scattered throughout the whole thing.. b careful|0|Tue Feb 16 01:51:35 +0000 2016
My whole team official! #Hottalkradio https://t.co/Swb8aA2T6n|0|Tue Feb 16 01:51:35 +0000 2016
#Grammys2016 why is Demi Lovato screaming if she has a mic in her hands?|0|Tue Feb 16 01:51:35 +0000 2016
"@MelechThomas: Why couldn't Adele sing ""Hello"" by Lionel Ritchie?"|4|Tue Feb 16 01:51:35 +0000 2016
@kaceypaletto_: All the @ImShmacked clips make me wanna be in college already|1|Tue Feb 16 01:51:35 +0000 2016
#GRAMMYs @ddlovato  you killed it|0|Tue Feb 16 01:51:35 +0000 2016
y'all demi @ddlovato just killed that omg I love her so much                         |0|Tue Feb 16 01:51:35 +0000 2016
@YesitsME_ily: DEMI!!! The vocals are there honey. My goodness.|1|Tue Feb 16 01:51:35 +0000 2016
@Luuucey I literally eat like once a day now, just been too busy to eat|0|Tue Feb 16 01:51:35 +0000 2016
@fwra1234 I would retweet this but sonic penis|0|Tue Feb 16 01:51:35 +0000 2016
@EnnaTheGreat: Come on vocals Demi|1|Tue Feb 16 01:51:35 +0000 2016
demi has such an amazing voice, she's so talented but her music is just not good enough for her talent|0|Tue Feb 16 01:51:35 +0000 2016
I'll never complain about #LukeBryan being on my screen #GRAMMYs|0|Tue Feb 16 01:51:35 +0000 2016
When u took nudes &amp; u ready send them to ur cousins                                                 |0|Tue Feb 16 01:51:35 +0000 2016
Finally being treated right opens your eyes to a lot of shit.. Like wow.|0|Tue Feb 16 01:51:35 +0000 2016
@WorldOfSymone: If you constantly find yourself trying to prove your worth to somebody, you've already forgotten your value.|4|Tue Feb 16 01:51:35 +0000 2016
@MissMoton miss you more     |0|Tue Feb 16 01:51:35 +0000 2016
@hackaday: Nerf Turret controlled by Slack https://t.co/TRfPSu9SXQ|9|Tue Feb 16 01:51:35 +0000 2016
Girl stop acting dumb you know from the jump whether he is a fuck boy or not, don't ignore your intuition.|0|Tue Feb 16 01:51:35 +0000 2016
@africxnqueen: Look I love Demi's voice and all but the music she puts out is largely underwhelming|1|Tue Feb 16 01:51:35 +0000 2016
@espngolic and what a save by JoJo|0|Tue Feb 16 01:51:35 +0000 2016
T  i      th  ch video https://t.co/AOvTFHoOZA Disney Pixar Cars Lightning Fast Speedway Track Set With Lightning McQueen Smash And|0|Tue Feb 16 01:51:35 +0000 2016
   Lessons Learned From a Paper Route    by @csixty4 https://t.co/Thy7Eq6dGS|0|Tue Feb 16 01:51:35 +0000 2016
I bet it's gonna be a decently full arena tonight, should be a great atmosphere.|0|Tue Feb 16 01:51:35 +0000 2016
@kenziecowell: if our superintendent is a real g she would close tonight|3|Tue Feb 16 01:51:35 +0000 2016
I'd do dirty things to Luke Bryan|0|Tue Feb 16 01:51:34 +0000 2016
I wanna go home and sleeeeeep. -.-|0|Tue Feb 16 01:51:34 +0000 2016
Demi can sing so well it's unfortunate that confident is a fucking god awful album|0|Tue Feb 16 01:51:34 +0000 2016
@AbigailThomasxo @dpiersanti051 the angle the he has his phone at|0|Tue Feb 16 01:51:34 +0000 2016
@CadanceCryptic: Thank GOD Stanley didn't die|1|Tue Feb 16 02:03:35 +0000 2016
@chefnoelk @Garfieldthechef I wish. It's been an odd winter here. -37 yesterday, hail and ice today, +5 tomorrow. I have no idea anymore|0|Tue Feb 16 02:03:35 +0000 2016
@Milford1Hoops: KLAA Tournament Opener on Thursday Home vs. WLW. Come on out and support the boys! #tourneytime https://t.co/0ImCagTs09|7|Tue Feb 16 02:03:35 +0000 2016
@_MoeSeff: man wassup?! with everybody fucking and showing titties n shit on periscope          y'all that thirsty to get some views n followe   |1|Tue Feb 16 02:03:35 +0000 2016
@Russostrib: ICYMI: my pregame #mnwild BLOG on John Torchetti's coaching debut, lineup updates, etc. https://t.co/lSMTPk1mse|4|Tue Feb 16 02:03:35 +0000 2016
I just want to go to the open gym :(|0|Tue Feb 16 02:03:35 +0000 2016
I wanna drown myself in a bottle of her perfume|0|Tue Feb 16 02:03:35 +0000 2016
@austin_chabot: Shoutout to @HSSports610AM for having me and the boys on the radio live tonight! @aslawter16 @Freddy_Wap @TheOnlyiZB|2|Tue Feb 16 02:03:35 +0000 2016
@gwenstefani most beautiful lady in the whole world, and with this new song. My life is good      https://t.co/ChcrNFb3vI|0|Tue Feb 16 02:03:35 +0000 2016
Lmao jun tai RT @Blackkstar:      RT @AkuaSaysRelax: RT @DammmnCam: Pharrell look like he just kidnapped Soo-Yung https://t.co/PovbSXzUy3|0|Tue Feb 16 02:03:35 +0000 2016
26 Tips for Improving Your Social Media Marketing : Social Media Examiner https://t.co/ZcMiG8p3fl https://t.co/E9gOUJePMT|0|Tue Feb 16 02:03:35 +0000 2016
@kavery1204 Customer Service can also be reached by secure email via Blue Connect. Login and click the Inbox Icon located under Profile.|0|Tue Feb 16 02:03:35 +0000 2016
"iPad Air (2) Sleeve Shop | https://t.co/B9nRJwiJeB | #iPadAir #iPadAir2 #iPadAirCover #iPadAirCase #iPadAirLeather February 16, 2016 at 03   "|0|Tue Feb 16 02:03:35 +0000 2016
The 28809th non-trivial zero point of the Riemann zeta function is about 1/2 + 24853.1668898678168789308 i. (by Cathy)|0|Tue Feb 16 02:03:35 +0000 2016
@iNeedRobyn: at least they just told us one hour after the show started YOU HOES KNOW DAMN WELL SOME EUROPEAN BITCHES GOT SCHOOL/WORK TO   |1|Tue Feb 16 02:03:35 +0000 2016
@brownhrdontcare I really hope|0|Tue Feb 16 02:03:35 +0000 2016
@FehmiAlTurki: The office of the Amir of Twitter declares Somaliland to be an illegitimate state|5|Tue Feb 16 02:03:35 +0000 2016
@kenhoebi: decode or              https://t.co/hlqWZDlXa6|1|Tue Feb 16 02:03:35 +0000 2016
soon as you outta niggas lives is when they start to miss you  https://t.co/MIsJX2MDKk|0|Tue Feb 16 02:03:35 +0000 2016
@CoachWCompton: @LdyRangersBball hold on to win 65-55! They will face Tomball Memorial. #RLTW @Wallis_BeTheONE @BennieMayes @BryanISDSpo   |4|Tue Feb 16 02:03:35 +0000 2016
@PearlfectPoison Lmao. Hate you.|0|Tue Feb 16 02:03:35 +0000 2016
@slhixpster: I'm so done with links of livestream|1|Tue Feb 16 02:03:35 +0000 2016
@eddiern: @HouseCracka @DanMartin_cards @mitchellvii Doesn't matter. Cruz had 2 Chances to win here in SC. Slim and None and Slim is Mis   |2|Tue Feb 16 02:03:35 +0000 2016
@camnorton: I'll take 10. #WKCDogShow https://t.co/Cs6qfPpTuw|3|Tue Feb 16 02:03:35 +0000 2016
@A_medleyy: oh fuck!!!! Luke is daddy|1|Tue Feb 16 02:03:35 +0000 2016
"@5SOSUpdatesTour: Luke with fans today in LA | Feb 15 https://t.co/fsFzuDB9pL"|7|Tue Feb 16 02:03:35 +0000 2016
@GaiussConfect I actually laughed at this|0|Tue Feb 16 02:03:35 +0000 2016
@Some_Musings,Thanks for following. Here's 2 awesome free law of attraction E-books from our buddy Winter Vee. https://t.co/5LduzUyxag|0|Tue Feb 16 02:03:35 +0000 2016
@DandalusEmperor: @realDonaldTrump @MELANIATRUMP so nice couple.|2|Tue Feb 16 02:03:35 +0000 2016
For da kids https://t.co/qlG3alvz0O|0|Tue Feb 16 02:03:35 +0000 2016
"Stream Kanye West TLOP ""The Life Of Pablo""  https://t.co/BLGptI2MCW"|0|Tue Feb 16 02:03:35 +0000 2016
"@B_NERD: She would end with, ""I'd like to thank everyone for the beautiful tribute""  https://t.co/tNyZIfnaeM"|2|Tue Feb 16 02:03:35 +0000 2016
@DanteMinniti: Girard does it just to see their students stress|4|Tue Feb 16 02:03:35 +0000 2016
Is @krackerjac2795 making me Ninja turtle KD right now?? Fuck yes|0|Tue Feb 16 02:03:35 +0000 2016
The idea of there being the possibility of a Lois Lane action figure makes me kind of excited|0|Tue Feb 16 02:03:35 +0000 2016
girl crush is nominated for song of the year and yet I have never heard this song before in my life?|0|Tue Feb 16 02:03:35 +0000 2016
     I'm On Fire...Baby..! I'M ON F  REEE..!                  |0|Tue Feb 16 02:03:35 +0000 2016
@aaron_zavala30 I know     |0|Tue Feb 16 02:03:35 +0000 2016
I think not|0|Tue Feb 16 02:03:35 +0000 2016
"@_Lightbreaker &lt;&lt; ""You shouldn't be up here on the rooftops. It's dangerous."""|0|Tue Feb 16 02:03:35 +0000 2016
I THOUGHT THIS WAS HAM|0|Tue Feb 16 02:03:35 +0000 2016
When johnny depp is slammin the guitar later imma be hyped|0|Tue Feb 16 02:03:35 +0000 2016
Check out the 2016 Promo Video on YouTube at https://t.co/bqI7Pt44QC|0|Tue Feb 16 02:03:35 +0000 2016
@BethanyMota can I get a goodnight tweet? ilysm             #MOTAVATORMONDAY|0|Tue Feb 16 02:03:35 +0000 2016
Thoughts had during the #GRAMMYs: To the person that chose Tyrese for the Lionel dedication, I ask you why?|0|Tue Feb 16 02:03:35 +0000 2016
@AarontheReefer: peep @SouljaSlim2005 crowd surfing          https://t.co/06vdp3G3i7|2|Tue Feb 16 02:03:35 +0000 2016
@patton_josh: [package]  Tear here  Ruin tear string here  Bite here  Pull here  Yell in frustration here  Bite again here  Give up and    |1|Tue Feb 16 02:03:35 +0000 2016
"Eye of the tiger??? Like...legit have never seen a tiger ""waddle"" until this sasquatch walked on stage. #smh"|0|Tue Feb 16 02:03:35 +0000 2016
@pleaseuseaussie: @Jen3578 @Cinebar2O @BruceLinwood @SkyNewsAust Don't say crossing the street, someone will call for mandatory helmet l   |1|Tue Feb 16 02:03:35 +0000 2016
@Joseph7Kane: The Emperor prays that the various crusaders-to-be are united in order that Christendom might be saved.|1|Tue Feb 16 02:03:35 +0000 2016
@StrawHatShounen: I like the music that Kendrick Lamar and J. Cole make. Me thinking that Kendrick is better doesn't mean I have to say    |2|Tue Feb 16 02:03:35 +0000 2016
@Macnelson22 thank you Mac love you           |0|Tue Feb 16 02:03:35 +0000 2016
Every fiber in my body is making me procrastinate from doing this paper|0|Tue Feb 16 02:03:35 +0000 2016
The Entrepreneur Annex Daily is out via https://t.co/t1XAIt4RAH!   https://t.co/ENhfrtbFkT Stories via @iSsO @UkBorderNews @patwater|0|Tue Feb 16 02:03:35 +0000 2016
I liked a @YouTube video https://t.co/KoVFpsWDFW Battle! Elite Four - Pok  mon X &amp; Y Music Extended|0|Tue Feb 16 02:03:35 +0000 2016
I don't expect it to be anti science either - that makes even less sense  https://t.co/oedJ8bR610|0|Tue Feb 16 02:03:35 +0000 2016
@TL8throum these country folk get shown up badly at these thugs|0|Tue Feb 16 02:03:35 +0000 2016
i almost hit another triple killcam ://|0|Tue Feb 16 02:03:35 +0000 2016
#archery: New stand: XOP Silver Medium -- did I make the right choice? Also, stick suggestions? https://t.co/OGP7eVgfGL|0|Tue Feb 16 02:03:35 +0000 2016
"@antdaknee84 hahahahaha. My man i think we all wanted ""dem lessons"""|0|Tue Feb 16 02:03:35 +0000 2016
The time is now 11 a.m. Ah, Yoshiko dragged me to go shopping with her...|0|Tue Feb 16 02:03:36 +0000 2016
@slayingyoudubs: i need some excitement in my life.|1|Tue Feb 16 02:03:36 +0000 2016
@danitabarnes96 I always knew you was a hoe, I accept your hoeness|0|Tue Feb 16 02:03:36 +0000 2016
@rubyyusoloud: Beautiful ass day|3|Tue Feb 16 02:03:36 +0000 2016
Now time for the #GRAMMYs  and perfect timing to here #LIttleBigTown|0|Tue Feb 16 02:03:36 +0000 2016
@witchdetective if this is because of the chicken tweet, bitch neither am I|0|Tue Feb 16 02:03:36 +0000 2016
I demand a recount|0|Tue Feb 16 02:03:36 +0000 2016
@CodeForMiami: So excited to be at the #DiscoTech with #BlackTechWeek at @EcoTechVisions! https://t.co/SDylJllP43|2|Tue Feb 16 02:03:36 +0000 2016
wow ;( Spartacus has a new actor because the other one died of cancer|0|Tue Feb 16 02:03:36 +0000 2016
Nah              I'm Good                  https://t.co/DqbiIJKhkB|0|Tue Feb 16 02:03:36 +0000 2016
#archery: Tell me about your Defiant 34 https://t.co/MfbkQzhXzn|0|Tue Feb 16 02:03:36 +0000 2016
Paper fight. One of her favorite parts, I think. #pumpitup #ellie2016 #birthdayfun https://t.co/3VvpORZMCU|0|Tue Feb 16 02:03:36 +0000 2016
@makaiyaaa__: Brotherly Love really that movie yoo            |2|Tue Feb 16 02:03:36 +0000 2016
"@katehadenn: ""hello &amp; welcome to la pradera"" http://t.co/5UsWteOEkE"|2|Tue Feb 16 02:03:36 +0000 2016
@boredvegetarian subtle labeling I guess? Luckily I didn't open the bag yet. I've never returned food items before but I'm not drinking this|0|Tue Feb 16 02:03:36 +0000 2016
Franklin P. Jones~ The trouble with jogging is that by the time you realize youre not in shape for it its too far to walk back.|0|Tue Feb 16 02:03:36 +0000 2016
"""SCOTT MCCALL I AM GOING TO MURDER YOU! WHAT IS THIS? ""HOPE? I come back and get this what is this? Better be a joke https://t.co/HPlQQ2FmcR"|0|Tue Feb 16 02:03:36 +0000 2016
@mezzaanotte: i'm in tears https://t.co/iPaNsdUYdg|1|Tue Feb 16 02:03:36 +0000 2016
@Rich__Photos That is 1680 Solder points, and that is just for the LED's. Not including the circuit boards I designed and made.|0|Tue Feb 16 02:03:36 +0000 2016
Girl crush is such a good song|0|Tue Feb 16 02:03:36 +0000 2016
@angelicaaats: ba ba-ba dook dook dook!|2|Tue Feb 16 02:03:36 +0000 2016
@_Smiley_Lucy_ @MatPatGT shhhhhhhhhh i cant type|0|Tue Feb 16 02:03:36 +0000 2016
@KailynnnnnnA: Subtweet Shawn really funny|1|Tue Feb 16 02:03:36 +0000 2016
Yeah I'm putting gucci over thugger and I'm putting pac over big https://t.co/j3rkXvc2QK|0|Tue Feb 16 02:03:36 +0000 2016
@Ambitous_2You: Peace of mind|1|Tue Feb 16 02:03:36 +0000 2016
I really love Little Big Town and this song, but I'm ready for something from Broadway!!!!|0|Tue Feb 16 02:03:36 +0000 2016
@champagneshelbs: This is what winning looks like              https://t.co/3kEA8pHmMh|8|Tue Feb 16 02:03:36 +0000 2016
@mishacollins hug you again was my midnight wish|0|Tue Feb 16 02:03:36 +0000 2016
Remember that time @RyanSeacrest tried to high five a blind kid.. #classic #GRAMMYs|0|Tue Feb 16 02:03:36 +0000 2016
@Niccole_Orent: do @zenaxoxx and @aandrade0303  date yet????|4|Tue Feb 16 02:03:36 +0000 2016
Research finds that those who disagree with sexist statements the least tend to be less educated and, if they are male, younger.|0|Tue Feb 16 02:03:36 +0000 2016
@AleexxtheGreatt good!! Tell them all I said hi. I keep trying to come in but stuff comes up|0|Tue Feb 16 02:03:36 +0000 2016
@LovlyldyD: @im__a_warrior yep, way too much. I'm ready for Ed again|1|Tue Feb 16 02:03:35 +0000 2016
@myriam_caron14: myriam_caron14: myriam_caron14: 1mlmsoftware: #Growthhacking Secrets to Explode the Sales of your #Business or Increase   |2|Tue Feb 16 02:03:35 +0000 2016
.@mitchgrassi I see you being on your phone right now|0|Tue Feb 16 02:03:35 +0000 2016
@NEEKTit18 i love that you approve of demi. Ultimate girl crush.|0|Tue Feb 16 02:03:35 +0000 2016
Best move Honda has made in ages. The new NSX is beautiful  https://t.co/paMX6zltoF|0|Tue Feb 16 02:03:35 +0000 2016
@alexisjeanray I need a huge fuxkin bowl of this ft you|0|Tue Feb 16 02:03:35 +0000 2016
Actual MIA playing at the gym, and not a crappy dance/fucking remix that totally misses the point of the original! That's refreshing.|0|Tue Feb 16 02:03:35 +0000 2016
the grammys providing me with all these bathroom breaks. luv it!!|0|Tue Feb 16 02:03:35 +0000 2016
@test_chrome this is a reply with a link https://t.co/YCSKPozOdQ|0|Tue Feb 16 02:03:35 +0000 2016
"""What the fuck is happening.."""|0|Tue Feb 16 02:03:35 +0000 2016
@TruckingDefense I thought we weren't rting things like this.Just let me know because I have got a ton of them if we are|0|Tue Feb 16 02:03:35 +0000 2016
@MikeChiari her voice is really annoying right now and I can't tell if she us doing it on purpose|0|Tue Feb 16 02:03:35 +0000 2016
"@Ravens_Wings || I would but Im not in the mood to be bothered right now!! Did you ever think of that?! You aren't the only one going-"|0|Tue Feb 16 02:03:35 +0000 2016
@sexywwe_divas: Paige just let me sniff it      https://t.co/sisrg4b6Op|1|Tue Feb 16 02:03:35 +0000 2016
Sex and the Little Big Town #GRAMMYs https://t.co/4G6gwK3jtu|1|Tue Feb 16 02:03:35 +0000 2016
Please Give the ffs to the 3 accs in bio tweet me when done i have 844 ffs :) xx https://t.co/VYaxcACTON|0|Tue Feb 16 02:03:35 +0000 2016
@heyrendelectric @bernardohanian @joanwalsh Then they need to actually do their job and vote on a nominee, and so on...|0|Tue Feb 16 02:03:35 +0000 2016
Why would you not go from the music educator to Hamilton? What an organic and perfect transition that would have been.|0|Tue Feb 16 02:03:35 +0000 2016
I gained 3 followers in the last week. You? Know your stats and grow with https://t.co/vQTMGb2kaa|0|Tue Feb 16 02:03:35 +0000 2016
@ayeitzdavid: im too worried about myself to give a shit what anyone else say.|2|Tue Feb 16 02:03:35 +0000 2016
I keep rooting for Jimmy and Kim but I know it's DOOOOMED    #BetterCallSaul #BetterCallSaulMarathon|0|Tue Feb 16 02:03:35 +0000 2016
I liked a @YouTube video from @daithidenogla https://t.co/JYtLxBEKbM Daithi De Nogla Peels A Potato!|0|Tue Feb 16 02:03:35 +0000 2016
@GordonTredgold: FAST Thoughts - Importance of Focus https://t.co/DA0od5qZVT #leadership #entrepreneur|2|Tue Feb 16 02:03:35 +0000 2016
@Kyl_Krecklow: Justin and I saw two clean Skylines today         https://t.co/bMj8kCmujQ|1|Tue Feb 16 02:03:35 +0000 2016
Saudades ouvir The Wanted|0|Tue Feb 16 02:03:35 +0000 2016
@ChrissyLuvsU10,Thanks for following. Here's 2 awesome free law of attraction E-books from our buddy Winter Vee. https://t.co/5LduzUQ8yQ|0|Tue Feb 16 02:03:35 +0000 2016
"@kristtaylor: My nana used the word ""shart"" tonight and I can't"|1|Tue Feb 16 02:03:35 +0000 2016
I just don't see how he translates to the NFL, but intriguing nonetheless. https://t.co/2QBVIAUnNf|0|Tue Feb 16 02:03:35 +0000 2016
@TaeBrooks that's a pretty big goal|0|Tue Feb 16 02:03:35 +0000 2016
@she_str8_: love overprotective boyfriends                                                                        |9|Tue Feb 16 02:03:35 +0000 2016
How did I know you was about to sc me        |0|Tue Feb 16 02:03:35 +0000 2016
Whats a little big town?|0|Tue Feb 16 02:03:35 +0000 2016
Pelle's for getto people ?     |0|Tue Feb 16 02:03:35 +0000 2016
@rhcm123 how do you send that many as a college student?!|0|Tue Feb 16 02:03:35 +0000 2016
Lrt I live for this|0|Tue Feb 16 02:35:34 +0000 2016
KYUNGSOO IS SUCH A SWEETIE IM LLPAYGHING|0|Tue Feb 16 02:35:34 +0000 2016
@baileyeden1: Before and after: https://t.co/MeO1HLuXKi|1|Tue Feb 16 02:35:34 +0000 2016
Always playing for keeps..|0|Tue Feb 16 02:35:34 +0000 2016
@D_BoyNelly thank you     |0|Tue Feb 16 02:35:34 +0000 2016
@dajoyofyourlife I miss my baby more           |0|Tue Feb 16 02:35:34 +0000 2016
"""At least you can now legally marry Aaron Tveit.""  ""Oooh. Ooh. Oh."""|0|Tue Feb 16 02:35:34 +0000 2016
@dolores1404 It was so good to hear from you! I'm heading to bed, hurting right now. Hope I can sleep. Sweet dreams           |0|Tue Feb 16 02:35:34 +0000 2016
@vogueaustralia: Fact: @ladygaga's custom #Grammys @marcjacobs was embroidered by Paris' oldest embroiderer. https://t.co/3GltIU2uNw htt   |8|Tue Feb 16 02:35:34 +0000 2016
@muningsungit: minions for life #ABSCBNMINIONS|2|Tue Feb 16 02:35:34 +0000 2016
@hauntedwinemom pretty sure she's the first person I've accused other than the entire cast of The Wiggles|0|Tue Feb 16 02:35:34 +0000 2016
okay, I understand the hype now. #HamiltonBway #Grammys2016|0|Tue Feb 16 02:35:34 +0000 2016
blowing me mo, it better crank u doing all this extrs s*  https://t.co/XwhAUjv9LD|0|Tue Feb 16 02:35:34 +0000 2016
I just gotta remain strong, it's worked out best for me|0|Tue Feb 16 02:35:34 +0000 2016
@NiykeeHeaton At least your nose is still straight.|0|Tue Feb 16 02:35:34 +0000 2016
@Daddehvee: Idk what tf to feel     |1|Tue Feb 16 02:35:34 +0000 2016
If you love #Tuscany and #Italy, visit the charming hilltown of #Barga!                          https://t.co/pfCFAWMlPP #travel #wanderlust #Italia|0|Tue Feb 16 02:35:34 +0000 2016
At @TheMoth's first Madison story slam right now. Pretty good way to end a Monday!|0|Tue Feb 16 02:35:34 +0000 2016
PayPal finds a way to send me into a rage-fugue every time I use it. Days since a lost time accident: 0|0|Tue Feb 16 02:35:34 +0000 2016
i know 0 bowie songs so ill just clap along|0|Tue Feb 16 02:35:34 +0000 2016
Spent pretty much the whole day working on the channel. It's time for sleep     |0|Tue Feb 16 02:35:34 +0000 2016
#WKCDogShow I would like to see Michael Vick waterboarded with dog piss|0|Tue Feb 16 02:35:34 +0000 2016
Just the thought of the commute to school .... I dont wanna fall         |0|Tue Feb 16 02:35:34 +0000 2016
Amazing performance @HamiltonMusical. I had chills the whole time         |0|Tue Feb 16 02:35:34 +0000 2016
.@edsheeran #congrats #songoftheyear &amp; received ur award from #steviewonder saying he knew ur  song a winner, 1st time he heard it #braille|0|Tue Feb 16 02:35:34 +0000 2016
@djstetter: I dare you right now to take a minute and reflect on what God has done for you, and thank him for it.|5|Tue Feb 16 02:35:34 +0000 2016
@TheWrap: I got a band crush. @littlebigtown thank you, thank you for every bit of this performance. #GRAMMYs https://t.co/qPhIVrrJsM|9|Tue Feb 16 02:35:34 +0000 2016
    https://t.co/QPiKK9bMK8     Best fuck-site in web     Join for free       #xvideos #xxxtube #xxxgifs #xxxmas|0|Tue Feb 16 02:35:34 +0000 2016
I love you Selena  https://t.co/17ilXhvUpT|0|Tue Feb 16 02:35:34 +0000 2016
Awesome duet by James Bay and Tori Kelly. Goosebumps and tears all at once. lol|0|Tue Feb 16 02:35:34 +0000 2016
@hiramoto_soul: part2 https://t.co/PF0JDqP7I8|4|Tue Feb 16 02:35:34 +0000 2016
@FernandoAmandi: Remarkable contrast: socialism which yields misery, poverty &amp; scarcity &amp; capitalism with abundance, quality &amp; choice ht   |1|Tue Feb 16 02:35:34 +0000 2016
When Justin brings his brother Jaxon as a date to the Grammys           |0|Tue Feb 16 02:35:34 +0000 2016
https://t.co/mGyq72laV5 @SusanPa27367932 . wake up Trump is a racist.|0|Tue Feb 16 02:35:34 +0000 2016
@juliendayreyes2: onelove girltrends  OneBigLove ShowtimeGTs|1|Tue Feb 16 02:35:34 +0000 2016
@BeMags Just said the same thing (to my dog but the kids are in bed. Dog was sympathetic)|0|Tue Feb 16 02:35:34 +0000 2016
@TheMisterMarcus: There's the description I was looking for. https://t.co/3C7KwkBDC8|2|Tue Feb 16 02:35:34 +0000 2016
@ATalasnikCSN: I love all the ducks - Emily              #TheBachelor https://t.co/8uRWbH1R6e|2|Tue Feb 16 02:35:34 +0000 2016
DON'T GO FOR SECOND BEST BABY, PUT YOUR LOVE TO THE TEST!! #ExpressYourself @Madonna|0|Tue Feb 16 02:35:34 +0000 2016
@avstn: seriously I only have like 10vpeople i know irl follow me cuz they're all chill af|1|Tue Feb 16 02:35:34 +0000 2016
@goodvibesddl: LMAO IM NOT CRYING https://t.co/llTIov1x8I|4|Tue Feb 16 02:35:34 +0000 2016
@MelissaMAG21 and get them worried and they might start digging|0|Tue Feb 16 02:35:34 +0000 2016
I'm ctfu @ slave cypher                         |0|Tue Feb 16 02:35:34 +0000 2016
if u wanna fight at least @ me|0|Tue Feb 16 02:35:34 +0000 2016
OMFG      I'm So hot|0|Tue Feb 16 02:35:34 +0000 2016
@ThisIsTheater: IM PHYSICALLY SHAKING AND AM SLAYED|10|Tue Feb 16 02:35:34 +0000 2016
fixing our eyes on Jesus, the pioneer and perfecter of faith...[Hebrews 12:2]|0|Tue Feb 16 02:35:34 +0000 2016
@screamKYISHA_: can we at least get ah 2 hr delay?|3|Tue Feb 16 02:35:34 +0000 2016
not sure what performance I like better, hip hop mark twain or that #KatyPerry pump what it was up commercial #Grammys2016|0|Tue Feb 16 02:35:35 +0000 2016
@carebearkilla @saaayxoxo i lied like shitttttt bc i did say she brings drama to the group                 |0|Tue Feb 16 02:35:35 +0000 2016
You imagine we make! Make your ad on all the cars of your city! Best #advertising method for    https://t.co/yoiMpcHFJq|0|Tue Feb 16 02:35:35 +0000 2016
I wish janelle would let herself b a superstar instead of doing Pepsi commercials|0|Tue Feb 16 02:35:35 +0000 2016
I miss my mom. The person she used to be.|0|Tue Feb 16 02:35:35 +0000 2016
I made some fries and they were damn good.                     |0|Tue Feb 16 02:35:35 +0000 2016
@taylorc0chran: when you have church at 10 and a Christmas party at 11. https://t.co/9IACFtqEKq|10|Tue Feb 16 02:35:35 +0000 2016
@ReelBigSmith Did you know Sam Smith (proper Sam Smith, not you Sam Smith) is also a comedy writer?|0|Tue Feb 16 02:35:35 +0000 2016
I'm so fat I literally can't wait to get off so I can eat my Chicken &amp; fajita nachos with sopaillas for desert     |0|Tue Feb 16 02:35:35 +0000 2016
Before sunday I wanted to make sure I was doing homework on not just the film, but following Dr Zimbardo (who I... https://t.co/y1QjGzfr5p|0|Tue Feb 16 02:35:35 +0000 2016
@uanego get the pig u fat bitch. fuck a queen, you probably wash ur step moms room. ur cinderalla without the happy ending, hoe     |0|Tue Feb 16 02:35:35 +0000 2016
@AlexiPappas HAHA me when I was little and got race shirt that was too big :D|0|Tue Feb 16 02:35:35 +0000 2016
@LMarieDuhh: I want to work at the gym     |1|Tue Feb 16 02:35:35 +0000 2016
Does someone want to be a kind person and lend me some money so I can go see Hamilton!!!|0|Tue Feb 16 02:35:35 +0000 2016
@serbisyoaccess: [Election 2016] Lim: The target rate for transmission is 100% success @cnnphilippines|1|Tue Feb 16 02:35:35 +0000 2016
I just watched #Hamilton on #TheGrammys and I don't think I've been this happy before I LOVE THEATRE|0|Tue Feb 16 02:35:35 +0000 2016
@abdullah_omar: Viewpoint: A personal history of Indian brand names https://t.co/REOQxzQQ4g|6|Tue Feb 16 02:35:35 +0000 2016
@audreywatters: Cancel the Grammys. Just do the rest of the show, @HamiltonMusical &lt;3|8|Tue Feb 16 02:35:35 +0000 2016
@PrincessSienaa: I'll always b the one|7|Tue Feb 16 02:35:35 +0000 2016
@ashleysart_: CRYING. THIS IS WHY I LIVE AND BREATH|3|Tue Feb 16 02:35:35 +0000 2016
@Strategy_Bridge: Green on Blue is a great read.  Hope you'll check out our interview with @elliotackerman    https://t.co/L9STCxAnT7 ht   |1|Tue Feb 16 02:35:35 +0000 2016
@KHammerNY Third times a charm? Let's go! #seriously|0|Tue Feb 16 02:35:35 +0000 2016
@xoCocoRi: Cause, black . https://t.co/993uebxAGZ|1|Tue Feb 16 02:35:35 +0000 2016
@C0MMANDERROGERS: post-POW camp. they went through hell, their hair got out of control, but they can still give the ol' razzle-dazzle ht   |5|Tue Feb 16 02:35:35 +0000 2016
@choppashit_jani Don't tweet bout her!         |0|Tue Feb 16 02:35:35 +0000 2016
@SenatorRonbo: .@MeowMeowTCOT When not in IL, I live in the world largest military town, with so many vets that it drives down wages. It   |1|Tue Feb 16 02:35:35 +0000 2016
@alpples: I had more of a social life in middle school than I do in my 20s...|2|Tue Feb 16 02:35:35 +0000 2016
You are awesome for joining us! Hope you're enjoying the #GRAMMYSonColours!  https://t.co/c0yVcGPzp1|0|Tue Feb 16 02:35:35 +0000 2016
